neighbourhood_cleansed,price
I Centro Storico,95
I Centro Storico,140
I Centro Storico,60
I Centro Storico,79
I Centro Storico,136
I Centro Storico,234
V Prenestino/Centocelle,75
XIII Aurelia,50
I Centro Storico,78
XIII Aurelia,59
XIII Aurelia,60
VIII Appia Antica,41
I Centro Storico,59
I Centro Storico,57
I Centro Storico,160
I Centro Storico,50
V Prenestino/Centocelle,55
I Centro Storico,94
XII Monte Verde,65
I Centro Storico,112
I Centro Storico,101
I Centro Storico,91
I Centro Storico,100
XI Arvalia/Portuense,54
VII San Giovanni/CinecittĂ ,95
I Centro Storico,77
XII Monte Verde,99
I Centro Storico,57
I Centro Storico,63
VIII Appia Antica,91
VII San Giovanni/CinecittĂ ,80
I Centro Storico,110
I Centro Storico,110
XII Monte Verde,100
IX Eur,36
XII Monte Verde,80
XII Monte Verde,55
V Prenestino/Centocelle,100
IV Tiburtina,35
I Centro Storico,84
XV Cassia/Flaminia,59
XII Monte Verde,80
XI Arvalia/Portuense,70
XI Arvalia/Portuense,45
I Centro Storico,110
XV Cassia/Flaminia,80
I Centro Storico,45
I Centro Storico,90
I Centro Storico,95
I Centro Storico,55
VIII Appia Antica,95
I Centro Storico,95
XII Monte Verde,75
XIII Aurelia,70
I Centro Storico,46
I Centro Storico,195
II Parioli/Nomentano,139
I Centro Storico,83
V Prenestino/Centocelle,36
IV Tiburtina,60
I Centro Storico,64
I Centro Storico,185
VIII Appia Antica,110
XIV Monte Mario,35
XII Monte Verde,55
I Centro Storico,74
II Parioli/Nomentano,30
I Centro Storico,140
I Centro Storico,96
I Centro Storico,111
I Centro Storico,111
VII San Giovanni/CinecittĂ ,100
II Parioli/Nomentano,40
I Centro Storico,180
I Centro Storico,75
XIII Aurelia,30
II Parioli/Nomentano,68
I Centro Storico,150
XI Arvalia/Portuense,55
V Prenestino/Centocelle,40
I Centro Storico,159
I Centro Storico,62
I Centro Storico,50
I Centro Storico,110
I Centro Storico,100
VII San Giovanni/CinecittĂ ,70
I Centro Storico,78
I Centro Storico,78
I Centro Storico,85
I Centro Storico,85
I Centro Storico,78
I Centro Storico,60
I Centro Storico,79
I Centro Storico,61
I Centro Storico,199
VII San Giovanni/CinecittĂ ,99
I Centro Storico,45
IV Tiburtina,78
VIII Appia Antica,69
I Centro Storico,64
XIII Aurelia,80
I Centro Storico,45
I Centro Storico,130
I Centro Storico,78
VIII Appia Antica,68
II Parioli/Nomentano,53
VIII Appia Antica,95
I Centro Storico,85
I Centro Storico,120
VII San Giovanni/CinecittĂ ,80
II Parioli/Nomentano,70
I Centro Storico,100
XII Monte Verde,84
I Centro Storico,119
II Parioli/Nomentano,85
I Centro Storico,34
V Prenestino/Centocelle,49
I Centro Storico,112
I Centro Storico,117
I Centro Storico,80
I Centro Storico,130
XII Monte Verde,80
I Centro Storico,108
I Centro Storico,129
I Centro Storico,55
I Centro Storico,68
VIII Appia Antica,22
XII Monte Verde,100
X Ostia/Acilia,85
I Centro Storico,200
XIV Monte Mario,40
I Centro Storico,87
I Centro Storico,89
I Centro Storico,80
I Centro Storico,200
I Centro Storico,79
IV Tiburtina,43
I Centro Storico,85
I Centro Storico,200
I Centro Storico,40
III Monte Sacro,60
I Centro Storico,41
I Centro Storico,100
XIII Aurelia,109
XI Arvalia/Portuense,60
I Centro Storico,62
II Parioli/Nomentano,59
I Centro Storico,104
I Centro Storico,121
I Centro Storico,57
I Centro Storico,200
I Centro Storico,210
I Centro Storico,205
I Centro Storico,72
XI Arvalia/Portuense,52
I Centro Storico,100
I Centro Storico,140
I Centro Storico,55
I Centro Storico,79
X Ostia/Acilia,62
I Centro Storico,75
I Centro Storico,79
III Monte Sacro,39
I Centro Storico,95
II Parioli/Nomentano,80
XI Arvalia/Portuense,63
I Centro Storico,80
I Centro Storico,70
I Centro Storico,200
I Centro Storico,80
I Centro Storico,127
I Centro Storico,90
I Centro Storico,94
VIII Appia Antica,70
I Centro Storico,50
I Centro Storico,200
I Centro Storico,350
II Parioli/Nomentano,56
XIII Aurelia,33
XIII Aurelia,39
I Centro Storico,92
I Centro Storico,75
I Centro Storico,75
I Centro Storico,65
V Prenestino/Centocelle,28
I Centro Storico,70
I Centro Storico,70
VII San Giovanni/CinecittĂ ,75
I Centro Storico,66
VIII Appia Antica,110
I Centro Storico,200
I Centro Storico,200
I Centro Storico,71
I Centro Storico,68
I Centro Storico,59
I Centro Storico,150
IV Tiburtina,49
I Centro Storico,39
I Centro Storico,120
I Centro Storico,70
XIII Aurelia,92
I Centro Storico,65
I Centro Storico,115
I Centro Storico,154
I Centro Storico,92
I Centro Storico,60
XV Cassia/Flaminia,55
VI Roma delle Torri,100
X Ostia/Acilia,200
V Prenestino/Centocelle,46
I Centro Storico,90
I Centro Storico,100
XII Monte Verde,120
I Centro Storico,134
I Centro Storico,78
I Centro Storico,32
VII San Giovanni/CinecittĂ ,49
IV Tiburtina,49
VII San Giovanni/CinecittĂ ,69
I Centro Storico,109
I Centro Storico,119
I Centro Storico,60
I Centro Storico,70
I Centro Storico,57
I Centro Storico,84
I Centro Storico,85
I Centro Storico,64
I Centro Storico,60
I Centro Storico,80
I Centro Storico,103
I Centro Storico,35
XV Cassia/Flaminia,35
XIII Aurelia,69
I Centro Storico,136
VII San Giovanni/CinecittĂ ,35
XI Arvalia/Portuense,55
I Centro Storico,62
I Centro Storico,120
XI Arvalia/Portuense,47
I Centro Storico,110
I Centro Storico,70
I Centro Storico,190
XI Arvalia/Portuense,59
V Prenestino/Centocelle,55
V Prenestino/Centocelle,52
I Centro Storico,52
XIV Monte Mario,55
V Prenestino/Centocelle,48
I Centro Storico,129
XIV Monte Mario,114
XIII Aurelia,40
XII Monte Verde,139
II Parioli/Nomentano,90
I Centro Storico,52
I Centro Storico,70
I Centro Storico,98
III Monte Sacro,59
I Centro Storico,25
XII Monte Verde,100
I Centro Storico,61
I Centro Storico,55
I Centro Storico,104
XIII Aurelia,199
I Centro Storico,200
I Centro Storico,100
XIII Aurelia,81
I Centro Storico,83
I Centro Storico,79
XV Cassia/Flaminia,80
II Parioli/Nomentano,90
I Centro Storico,153
XIV Monte Mario,48
II Parioli/Nomentano,75
I Centro Storico,50
V Prenestino/Centocelle,50
III Monte Sacro,95
XI Arvalia/Portuense,65
I Centro Storico,50
I Centro Storico,70
XIII Aurelia,70
XIV Monte Mario,48
IX Eur,75
I Centro Storico,80
I Centro Storico,120
I Centro Storico,40
I Centro Storico,190
I Centro Storico,140
I Centro Storico,157
I Centro Storico,89
I Centro Storico,34
I Centro Storico,61
VII San Giovanni/CinecittĂ ,40
I Centro Storico,41
I Centro Storico,105
VII San Giovanni/CinecittĂ ,114
I Centro Storico,37
I Centro Storico,39
I Centro Storico,39
II Parioli/Nomentano,75
VII San Giovanni/CinecittĂ ,95
VII San Giovanni/CinecittĂ ,93
I Centro Storico,45
V Prenestino/Centocelle,60
I Centro Storico,69
I Centro Storico,91
I Centro Storico,93
VII San Giovanni/CinecittĂ ,50
I Centro Storico,85
XIII Aurelia,44
I Centro Storico,40
I Centro Storico,93
V Prenestino/Centocelle,30
I Centro Storico,45
I Centro Storico,119
I Centro Storico,119
I Centro Storico,89
XIII Aurelia,45
XIV Monte Mario,45
I Centro Storico,179
I Centro Storico,66
X Ostia/Acilia,45
I Centro Storico,88
I Centro Storico,350
I Centro Storico,74
V Prenestino/Centocelle,83
I Centro Storico,189
I Centro Storico,92
II Parioli/Nomentano,60
VIII Appia Antica,69
X Ostia/Acilia,60
I Centro Storico,46
I Centro Storico,65
VII San Giovanni/CinecittĂ ,100
I Centro Storico,180
I Centro Storico,180
I Centro Storico,175
I Centro Storico,259
I Centro Storico,100
XII Monte Verde,52
I Centro Storico,87
V Prenestino/Centocelle,71
I Centro Storico,65
I Centro Storico,54
I Centro Storico,115
VIII Appia Antica,33
XIII Aurelia,50
I Centro Storico,110
I Centro Storico,49
I Centro Storico,50
XII Monte Verde,73
III Monte Sacro,70
I Centro Storico,45
I Centro Storico,45
I Centro Storico,216
VII San Giovanni/CinecittĂ ,33
I Centro Storico,89
I Centro Storico,60
I Centro Storico,230
III Monte Sacro,73
XIII Aurelia,115
I Centro Storico,82
III Monte Sacro,47
II Parioli/Nomentano,70
VII San Giovanni/CinecittĂ ,70
I Centro Storico,80
I Centro Storico,47
XII Monte Verde,60
I Centro Storico,127
I Centro Storico,220
VII San Giovanni/CinecittĂ ,68
I Centro Storico,92
VI Roma delle Torri,28
I Centro Storico,101
IX Eur,70
I Centro Storico,71
V Prenestino/Centocelle,45
I Centro Storico,79
VII San Giovanni/CinecittĂ ,40
X Ostia/Acilia,65
V Prenestino/Centocelle,45
II Parioli/Nomentano,45
I Centro Storico,87
X Ostia/Acilia,49
I Centro Storico,124
I Centro Storico,75
I Centro Storico,75
XII Monte Verde,120
I Centro Storico,100
II Parioli/Nomentano,70
IV Tiburtina,30
I Centro Storico,33
I Centro Storico,84
I Centro Storico,79
I Centro Storico,77
VII San Giovanni/CinecittĂ ,52
I Centro Storico,140
I Centro Storico,150
X Ostia/Acilia,59
VI Roma delle Torri,25
X Ostia/Acilia,50
I Centro Storico,100
XII Monte Verde,60
V Prenestino/Centocelle,40
I Centro Storico,100
XII Monte Verde,67
I Centro Storico,69
XIV Monte Mario,103
VII San Giovanni/CinecittĂ ,57
II Parioli/Nomentano,70
VII San Giovanni/CinecittĂ ,99
XIII Aurelia,40
IV Tiburtina,30
XII Monte Verde,59
I Centro Storico,95
XIII Aurelia,61
XIII Aurelia,60
XIII Aurelia,66
XIII Aurelia,51
I Centro Storico,78
I Centro Storico,130
I Centro Storico,105
I Centro Storico,54
XII Monte Verde,129
II Parioli/Nomentano,70
I Centro Storico,172
I Centro Storico,100
I Centro Storico,100
I Centro Storico,110
I Centro Storico,40
I Centro Storico,69
VI Roma delle Torri,28
I Centro Storico,90
XIV Monte Mario,40
I Centro Storico,100
I Centro Storico,59
I Centro Storico,150
I Centro Storico,63
VI Roma delle Torri,60
I Centro Storico,150
XIII Aurelia,50
XIII Aurelia,76
I Centro Storico,84
VII San Giovanni/CinecittĂ ,50
I Centro Storico,90
I Centro Storico,90
I Centro Storico,167
I Centro Storico,50
XII Monte Verde,95
VII San Giovanni/CinecittĂ ,40
I Centro Storico,56
I Centro Storico,90
VI Roma delle Torri,35
I Centro Storico,110
VIII Appia Antica,100
I Centro Storico,97
I Centro Storico,156
I Centro Storico,98
I Centro Storico,180
IV Tiburtina,35
VIII Appia Antica,100
I Centro Storico,166
XIII Aurelia,70
I Centro Storico,227
I Centro Storico,55
I Centro Storico,158
IX Eur,100
XIII Aurelia,130
I Centro Storico,100
X Ostia/Acilia,55
XII Monte Verde,60
II Parioli/Nomentano,45
I Centro Storico,62
I Centro Storico,139
I Centro Storico,98
I Centro Storico,171
XIII Aurelia,75
I Centro Storico,147
XII Monte Verde,60
XIII Aurelia,100
XII Monte Verde,70
II Parioli/Nomentano,65
V Prenestino/Centocelle,57
I Centro Storico,49
I Centro Storico,70
I Centro Storico,81
X Ostia/Acilia,40
I Centro Storico,84
VIII Appia Antica,45
IX Eur,75
I Centro Storico,43
I Centro Storico,172
XIII Aurelia,112
I Centro Storico,160
II Parioli/Nomentano,80
I Centro Storico,64
I Centro Storico,108
VII San Giovanni/CinecittĂ ,76
I Centro Storico,94
XI Arvalia/Portuense,40
IV Tiburtina,31
I Centro Storico,74
I Centro Storico,60
I Centro Storico,159
I Centro Storico,90
X Ostia/Acilia,85
I Centro Storico,60
I Centro Storico,53
I Centro Storico,58
I Centro Storico,52
I Centro Storico,129
XIII Aurelia,55
VII San Giovanni/CinecittĂ ,71
XIII Aurelia,75
I Centro Storico,228
XII Monte Verde,99
V Prenestino/Centocelle,38
XIII Aurelia,65
I Centro Storico,116
XIV Monte Mario,35
I Centro Storico,130
I Centro Storico,100
VIII Appia Antica,41
I Centro Storico,96
I Centro Storico,232
XIII Aurelia,75
XIII Aurelia,48
I Centro Storico,50
XIII Aurelia,69
XIII Aurelia,59
IV Tiburtina,103
I Centro Storico,45
I Centro Storico,95
III Monte Sacro,70
I Centro Storico,61
I Centro Storico,89
I Centro Storico,70
I Centro Storico,120
III Monte Sacro,50
I Centro Storico,100
VII San Giovanni/CinecittĂ ,90
VII San Giovanni/CinecittĂ ,84
VII San Giovanni/CinecittĂ ,80
VII San Giovanni/CinecittĂ ,38
II Parioli/Nomentano,139
I Centro Storico,50
II Parioli/Nomentano,59
I Centro Storico,78
IX Eur,150
V Prenestino/Centocelle,75
I Centro Storico,60
I Centro Storico,82
X Ostia/Acilia,100
VIII Appia Antica,120
I Centro Storico,110
XIII Aurelia,87
I Centro Storico,100
I Centro Storico,70
I Centro Storico,140
VIII Appia Antica,75
I Centro Storico,40
I Centro Storico,103
XV Cassia/Flaminia,40
VII San Giovanni/CinecittĂ ,39
VII San Giovanni/CinecittĂ ,38
I Centro Storico,76
I Centro Storico,114
I Centro Storico,76
II Parioli/Nomentano,59
XIV Monte Mario,100
I Centro Storico,70
XII Monte Verde,9
I Centro Storico,9
I Centro Storico,79
XIV Monte Mario,30
I Centro Storico,200
I Centro Storico,75
V Prenestino/Centocelle,48
XIII Aurelia,55
I Centro Storico,171
VIII Appia Antica,71
I Centro Storico,104
I Centro Storico,69
II Parioli/Nomentano,34
I Centro Storico,55
I Centro Storico,76
I Centro Storico,56
II Parioli/Nomentano,31
I Centro Storico,99
I Centro Storico,60
I Centro Storico,49
I Centro Storico,59
XIII Aurelia,60
II Parioli/Nomentano,150
VIII Appia Antica,200
III Monte Sacro,57
III Monte Sacro,53
III Monte Sacro,53
II Parioli/Nomentano,50
I Centro Storico,76
XIII Aurelia,80
I Centro Storico,140
VII San Giovanni/CinecittĂ ,65
VII San Giovanni/CinecittĂ ,34
I Centro Storico,153
I Centro Storico,35
XIII Aurelia,49
VIII Appia Antica,99
IV Tiburtina,108
I Centro Storico,86
I Centro Storico,150
I Centro Storico,90
I Centro Storico,119
XII Monte Verde,83
IX Eur,25
I Centro Storico,75
I Centro Storico,82
IX Eur,35
I Centro Storico,130
I Centro Storico,79
I Centro Storico,113
IV Tiburtina,50
I Centro Storico,62
I Centro Storico,250
II Parioli/Nomentano,63
XII Monte Verde,60
I Centro Storico,95
I Centro Storico,100
XII Monte Verde,90
I Centro Storico,250
I Centro Storico,140
I Centro Storico,126
I Centro Storico,105
X Ostia/Acilia,135
XIII Aurelia,45
IV Tiburtina,40
I Centro Storico,93
I Centro Storico,68
I Centro Storico,95
I Centro Storico,68
I Centro Storico,160
I Centro Storico,141
IX Eur,20
IV Tiburtina,40
III Monte Sacro,64
I Centro Storico,87
II Parioli/Nomentano,71
I Centro Storico,120
I Centro Storico,50
I Centro Storico,100
I Centro Storico,150
I Centro Storico,75
I Centro Storico,68
XII Monte Verde,50
I Centro Storico,66
IX Eur,97
VII San Giovanni/CinecittĂ ,90
I Centro Storico,70
I Centro Storico,149
II Parioli/Nomentano,54
XI Arvalia/Portuense,60
I Centro Storico,90
I Centro Storico,110
I Centro Storico,72
II Parioli/Nomentano,76
I Centro Storico,180
I Centro Storico,136
X Ostia/Acilia,60
I Centro Storico,169
I Centro Storico,150
I Centro Storico,58
V Prenestino/Centocelle,50
I Centro Storico,183
V Prenestino/Centocelle,45
I Centro Storico,129
I Centro Storico,71
XII Monte Verde,30
I Centro Storico,70
X Ostia/Acilia,70
VI Roma delle Torri,26
I Centro Storico,40
I Centro Storico,40
I Centro Storico,40
XIV Monte Mario,60
I Centro Storico,120
VII San Giovanni/CinecittĂ ,200
I Centro Storico,110
VI Roma delle Torri,16
IV Tiburtina,29
I Centro Storico,90
X Ostia/Acilia,60
XV Cassia/Flaminia,30
I Centro Storico,50
I Centro Storico,120
I Centro Storico,85
I Centro Storico,110
I Centro Storico,90
I Centro Storico,90
I Centro Storico,100
VII San Giovanni/CinecittĂ ,90
I Centro Storico,63
VI Roma delle Torri,30
I Centro Storico,65
X Ostia/Acilia,69
VII San Giovanni/CinecittĂ ,90
I Centro Storico,110
VIII Appia Antica,71
I Centro Storico,116
I Centro Storico,140
XIII Aurelia,38
I Centro Storico,106
II Parioli/Nomentano,20
I Centro Storico,172
I Centro Storico,89
V Prenestino/Centocelle,40
I Centro Storico,49
I Centro Storico,120
I Centro Storico,65
XIII Aurelia,55
V Prenestino/Centocelle,70
X Ostia/Acilia,50
I Centro Storico,250
X Ostia/Acilia,35
VII San Giovanni/CinecittĂ ,40
IX Eur,40
XIII Aurelia,120
V Prenestino/Centocelle,44
II Parioli/Nomentano,55
XI Arvalia/Portuense,70
VII San Giovanni/CinecittĂ ,70
II Parioli/Nomentano,90
VIII Appia Antica,70
IX Eur,180
I Centro Storico,93
I Centro Storico,90
I Centro Storico,110
I Centro Storico,109
I Centro Storico,54
I Centro Storico,200
I Centro Storico,128
I Centro Storico,73
VIII Appia Antica,45
IX Eur,80
I Centro Storico,60
X Ostia/Acilia,90
XIII Aurelia,59
I Centro Storico,149
I Centro Storico,74
XI Arvalia/Portuense,55
I Centro Storico,113
XII Monte Verde,87
XII Monte Verde,60
VII San Giovanni/CinecittĂ ,30
I Centro Storico,118
XII Monte Verde,75
I Centro Storico,160
I Centro Storico,110
V Prenestino/Centocelle,30
XII Monte Verde,93
I Centro Storico,141
II Parioli/Nomentano,74
II Parioli/Nomentano,55
I Centro Storico,95
X Ostia/Acilia,60
I Centro Storico,49
V Prenestino/Centocelle,48
I Centro Storico,75
VII San Giovanni/CinecittĂ ,38
II Parioli/Nomentano,109
I Centro Storico,150
I Centro Storico,80
XIII Aurelia,100
I Centro Storico,63
I Centro Storico,85
VII San Giovanni/CinecittĂ ,45
VII San Giovanni/CinecittĂ ,35
VII San Giovanni/CinecittĂ ,35
I Centro Storico,70
I Centro Storico,60
VIII Appia Antica,30
I Centro Storico,250
I Centro Storico,130
VII San Giovanni/CinecittĂ ,25
I Centro Storico,150
I Centro Storico,172
I Centro Storico,106
II Parioli/Nomentano,138
I Centro Storico,157
VII San Giovanni/CinecittĂ ,106
XII Monte Verde,90
XIV Monte Mario,60
VII San Giovanni/CinecittĂ ,80
XIV Monte Mario,123
III Monte Sacro,40
I Centro Storico,82
I Centro Storico,82
III Monte Sacro,35
I Centro Storico,82
I Centro Storico,50
I Centro Storico,93
I Centro Storico,79
IV Tiburtina,78
IV Tiburtina,51
I Centro Storico,73
XIV Monte Mario,100
XIV Monte Mario,100
III Monte Sacro,55
IX Eur,150
I Centro Storico,100
II Parioli/Nomentano,100
XIII Aurelia,140
VIII Appia Antica,114
X Ostia/Acilia,40
I Centro Storico,190
V Prenestino/Centocelle,70
I Centro Storico,120
XIV Monte Mario,69
I Centro Storico,90
I Centro Storico,90
VII San Giovanni/CinecittĂ ,50
VIII Appia Antica,65
I Centro Storico,99
IV Tiburtina,30
I Centro Storico,53
I Centro Storico,94
I Centro Storico,75
VI Roma delle Torri,150
I Centro Storico,144
I Centro Storico,81
XIII Aurelia,92
I Centro Storico,105
I Centro Storico,211
I Centro Storico,299
I Centro Storico,126
II Parioli/Nomentano,33
I Centro Storico,80
VIII Appia Antica,35
I Centro Storico,67
VII San Giovanni/CinecittĂ ,78
XII Monte Verde,50
I Centro Storico,89
I Centro Storico,144
I Centro Storico,144
I Centro Storico,169
XIII Aurelia,80
XIII Aurelia,68
I Centro Storico,79
X Ostia/Acilia,60
I Centro Storico,135
X Ostia/Acilia,35
II Parioli/Nomentano,130
I Centro Storico,109
XIII Aurelia,49
V Prenestino/Centocelle,75
XIV Monte Mario,33
I Centro Storico,57
I Centro Storico,100
I Centro Storico,118
I Centro Storico,140
II Parioli/Nomentano,35
VII San Giovanni/CinecittĂ ,70
XIV Monte Mario,64
I Centro Storico,70
I Centro Storico,68
I Centro Storico,60
I Centro Storico,61
VII San Giovanni/CinecittĂ ,100
I Centro Storico,107
I Centro Storico,130
I Centro Storico,148
VII San Giovanni/CinecittĂ ,50
V Prenestino/Centocelle,35
VII San Giovanni/CinecittĂ ,393
VIII Appia Antica,50
I Centro Storico,75
I Centro Storico,97
V Prenestino/Centocelle,30
XIII Aurelia,84
I Centro Storico,100
I Centro Storico,117
I Centro Storico,85
XI Arvalia/Portuense,44
I Centro Storico,50
IV Tiburtina,60
I Centro Storico,74
VII San Giovanni/CinecittĂ ,100
II Parioli/Nomentano,233
VIII Appia Antica,35
VIII Appia Antica,38
I Centro Storico,73
I Centro Storico,70
I Centro Storico,127
I Centro Storico,63
I Centro Storico,119
I Centro Storico,300
IV Tiburtina,25
I Centro Storico,80
V Prenestino/Centocelle,78
XIII Aurelia,65
X Ostia/Acilia,80
I Centro Storico,108
XI Arvalia/Portuense,48
I Centro Storico,122
II Parioli/Nomentano,96
I Centro Storico,84
XI Arvalia/Portuense,100
I Centro Storico,94
VII San Giovanni/CinecittĂ ,50
V Prenestino/Centocelle,53
I Centro Storico,99
VII San Giovanni/CinecittĂ ,120
I Centro Storico,163
XII Monte Verde,46
I Centro Storico,80
XII Monte Verde,45
XII Monte Verde,78
I Centro Storico,130
I Centro Storico,100
VII San Giovanni/CinecittĂ ,98
I Centro Storico,88
I Centro Storico,99
II Parioli/Nomentano,63
I Centro Storico,98
I Centro Storico,68
XII Monte Verde,80
I Centro Storico,133
